"ID_GROUPES_PATIENT","NOM","DESCRIPTION_FR","DESCRIPTION_EN","REMARQUES_FR","REMARQUES_EN",,,,,
748,"6547-1","Polliniques au cèdre du Japon","Pollinosis to Japanese cedar",,,,,,,
749,"6547-2","Allergiques au cyprès","Subjects allergic to cypress",,,,,,,
750,"6563-1","Sujets TC positifs à différentes moisissures","Subjects ST+ to various molds",,,,,,,
751,"6586-1","Un enfant avec spina bifida et allergie au latex et au pois chiche","A child with spina bifida and allergy to latex and chickpeas",,,,,,,
752,"6589-1","Patients polliniques à l'olivier","Patients with olive pollinosis",,,,,,,
753,"6589-2","Patients polliniques au cyprès","Patients with cypress pollinosis",,,,,,,
754,"6590-1","Polliniques (bouleau, graminées) avec allergie pomme noisette et réaction au kaki à la première ingestion","Pollinosis (birch and grass) with allergy to apple and hazelnut and a reaction after first tasting persimmon ",,,,,,,
755,"6592-1","Patients allergiques aux graminées","Patients allergic to grasses",,,,,,,
756,"6600-1","Sujets CAP+ D. ptero et Helix aspersa","Subjects CAP+ to D. ptero and Helix aspersa",,,,,,,
757,"6600-2","Sujets allergiques à l'escargot et TC+ acariens","Subjects allergic to snail and ST+ to mites",,,,,,,
758,"6603-1","Allergie au vin et au raisin","Allergy to wine and grapes",,,,,,,
759,"6604-1","Patients polliniques","Patients with pollinosis",,,,,,,
760,"6604-2","Patients polliniques","Patients with pollinosis",,,,,,,
761,"6673-1","Polliniques au platane avec allergies alimentaires","Patients with platanus pollinosis and food allergies",,,,,,,
762,"6679-1","Polliniques au cèdre du Japon","Patients with Japanese cedar pollinosis",,,,,,,
763,"6679-2","patients allergiques au latex","Patients allergic to latex",,,,,,,
764,"6775-1","Patients allergiques au latex et positifs en ELISA pour nHev b 6.02","Patients allergic to latex and ELISA+ for nHev b6.02",,,,,,,
765,"6786-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
766,"6808-1","Patients allergiques à l'olivier","Patients allergic to olive pollen",,,,,,,
767,"6852-1","Sujets polliniques avec TC positif pariétaire et/ou ortie","Pollinosis patients with ST+ for wall pellitory",,,,,,,
768,"6891-1","Allergiques à l'arachide","Subjects allergic to peanuts",,,,,,,
769,"6892-1","Sujets asthmatiques avec IgE+ acariens, blatte, crevette et positifs rLep s 1","Asthmatic subjects with +IgE to mites, cockroach, shrimp and + rLep s 1",,,,,,,
770,"6894-1",,,"Données inexploitables","Data inexploitable",,,,,
771,"6937-1","Asthme professionnel à la viande de bœuf avec TC+ chien et chat","Occupational asthma to beef meat with ST+ for dog and cat",,,,,,,
772,"6996-1","Allergie à la jujube chez une infirmière allergique au latex","Allergy to jujube in a nurse allergic to latex",,,,,,,
773,"7052-1",,,"Manquent détails (résumé possésé seulement)","Details missing (only the abstract available)",,,,,
774,"7072-1","Sujets avec double positivité Vespula et abeille, sans réactivité CCD","Subjects with double positivity to wasps and bees, without CCD reactivity",,,,,,,
775,"7140-1","Allergiques aux lentilles","Subjects allergic to lentils",,,,,,,
776,"7143-1","Enfants CAP positifs pollen et farine de blé","Children CAP+ for pollen and wheat flour",,,,,,,
777,"7151-1","5 allergiques aux phanères de cheval","Five patients allergic to horse dander",,,,,,,
778,"7160-1","Réactions allergiques répétées avec les graines de tournesol","Repeated allergic reactions due to sunflower seeds",,,,,,,
779,"7170-1",,,"Manquent détails dans l'article","Missing details in the article",,,,,
780,"7217-1","Allergiques à la carotte","Subjects allergic to carrots",,,,,,,
781,"7222-1","Sujets allergiques à l'orange (majoritairement des enfants)","Subjects allergic to orange (mostly children)",,,,,,,
782,"7223-1","Sujets TC positifs pour le pois et le haricot","Subjects ST+ for sweet peas and string beans",,,,,,,
783,"7224-1","Pollinose vis à vis du pollen d'oranger","Pollinosis associated with orange tree pollen",,,,,,,
784,"7229-1","Un adulte atopique multi-opéré avec TC natifs positifs pour plusieurs fruits","A multi-operated atopic adult with ST+ for several natural fruits",,,,,,,
785,"7283-1","Allergiques aux œufs de samon","Subjects allergic to salmon eggs",,,,,,,
786,"7299-1","Sujets allergiques à des fruits à coque et pour certains à l'arachide (7/12)","Subjects allergic to tree nuts and for some (7/12) also to peanuts",,,,,,,
787,"7303-1","Sujets ""sensibilisés"" à la jujube et au latex","Subjects ""sensitized"" to jujube and to latex",,,,,,,
788,"7308-1","Patients avec allergie respiratoire et TC positifs châtaigne","Patients with respiratory allergy and ST+ to chestnut",,,,,,,
789,"7321-1","Sujets CAP arachide positifs sans allergie à l'arachide","Subjects CAP+ to peanut without peanut allergy",,,,,,,
790,"7340-1","Patients allergiques au soja et aux pousses de soja","Patients allergic to soybeans and soy sprouts",,,,,,,
791,"7341-1","Patients adultes polliniques et allergiques à l'arachide","Adult pollinosis patients allergic to peanut",,,,,,,
792,"7389-1","Adultes polliniques au bouleau et allergiques au soja, à larachide et à la cerise","Adult pollinosis patients with allergy to soybean, peanut and cherries",,,,,,,
793,"7400-1",,,"Données inexploitables","Data inexploitable",,,,,
794,"7401-1","Urticaire au contact des crevettes d'aquarium et allergie aux acariens","Contact urticaria to aquarium shrimp and mite allergy",,,,,,,
795,"7421-1","Adultes présentant une allergie respiratoire aux poussières de riz cru","Adults presenting with respiratory allergy due to raw rice dust",,,,,,,
796,"7448-1","Patients allergiques à l'orange (surtout enfants)","Patients allergic to orange (mostly children",,,,,,,
797,"7450-1","Patients asthmatiques","Asthmatic patients",,,,,,,
798,"7460-1",,,"Manquent détails dans l'article","Missing details in the article",,,,,
799,"7470-1","1 patient allergique aux viandes","One patient allergic to different meats",,,,,,,
800,"7480-1","Sujets allergiques aux acariens et aux pouce-pieds","Subjects allergic to mites and to goose barnacles",,,,,,,
801,"7489-1","Polliniques à l'ambroisie","Subjects with mugwort pollinosis",,,,,,,
802,"7495-1","Un enfant avec une réaction anaphylactique après ingestion d'un gland de chêne, puis de châtaigne","A child with an anaphylactic reaction after eating an oak acorn, then a chestnut",,,,,,,
803,"7511-1","Sujets ""sensibilisés"" à Aspergillus fumigatus","Subjects ""sensitized"" to Aspergillus fumigatus",,,,,,,
804,"7521-1","Patients allergiques au haricot mungo","Patients allergic to mungo beans",,,,,,,
805,"7523-1","Patients ayant un TPODA positif pour le blé ou le maïs","Patients having A + DBOFC for wheat or corn",,,,,,,
806,"7525-1","Asthme/rhinoconjonctivite professionnlle au porc avec TC+ chat et chien","Occupational asthma/rhinoconjunctivitis to pork with a +ST to cat and dog ",,,,,,,
807,"7539-1","Sujets allergiques au poisson","Subjects allergic to fish",,,,,,,
808,"7585-1","Sujets polliniques et sensibilisés à l'orange","Pollinosis patients sensitized to orange",,,,,,,
809,"7664-1","Un cas d'anaphylaxie à la grenade chez un sujet polypollinique","A case of anaphylaxis to pomagranate",,,,,,,
810,"7685-1",,,"Données inexploitables","Data inexploitable",,,,,
811,"7717-1","Patients allergiques à l'olivier","Patients allergic to olive pollen",,,,,,,
812,"7743-1","Sujets ""sensibilisés"" aux acariens et IgE+ pour Blomia et D. farinae","Patients ""sensitized"" to mites with +IgE for Blomia and D. pteronyssinus",,,,,,,
813,"7762-1","Sujets avec histoire d'allergie à la pêche et à la noisette","Subjects with a history of allergy to peach and hazelnut",,,,,,,
814,"7776-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
815,"7780-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
816,"7786-1",,"Angioedema after eating redcurrant and blackcurrant","Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
817,"7797-1","oedème de Quincke après ingestion de groseille et cassis",,,,,,,,
818,"7799-1",,,"Manquent détails dans l'article","Missing details in the article",,,,,
819,"7802-1","Allergie aux champignons","Allergy to mushrooms",,,,,,,
820,"7806-1","Un cas d'anaphylaxie à l'artichaut","A case of anaphylaxis to artichoke",,,,,,,
821,"7808-1","Patients allergiques au kiwi et/ou ""sensibilisés"" aux acariens","Patients allergic to kiwi and/or ""sensitized"" to mites",,,,,,,
822,"7814-1","Patient allergique à l'espadon et au thon","A patient allergic to swordfish and tunafish",,,,,,,
823,"7841-1","Sujets ""sensibilisés"" à Aspergillus fumigatus","Subjects ""sensitized"" to Aspergillus fumigatus",,,,,,,
824,"7842-1","Enfant allergique aux acariens et TC+ Anisakis","A child allergic to mites and ST+ to Anisakis",,,,,,,
825,"7848-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
826,"7861-1","Sujets TC positifs pour Cladosporium et Alternaria","Subjects ST+ for Cladosporium and Alternaria",,,,,,,
827,"7868-1","Patients allergiques à l'arachide","Patients allergic to peanuts",,,,,,,
828,"7902-1","Allergie à divers crustacés et mollusques","Allergy to various shellfish and molluscs",,,,,,,
829,"7908-1","Sujets polliniques aux graminées","Subjects with grass pollinosis",,,,,,,
830,"7910-1","Patiente ayant présentie une réaction anaphylactique avec les graines de pavot","A patient having had an anaphylactic reaction to poppy seeds",,,,,,,
831,"7922-1","Sujets IgE+ nDer p 8 et Periplaneta americana","Subjets IgE+ for nDer p 8 and Periplaneta americana",,,,,,,
832,"7927-1","Polliniques avec TC positifs pour ambroisie et armoise","Pollinosis patients with ST+ for ragweed and mugwort",,,,,,,
833,"7928-1","Sujets positifs pour les LTP de pêche et de pomme (mais non allergiques à la fraise)","Subjects + for peach and apple LTP but not allergic to strawberries",,,,,,,
834,"7974-1","Allergie professionnelle à la vache et à la chèvre","Occupational allergy to cows and goats",,,,,,,
835,"7979-1","Sujet TC positif pour différentes moisissures, pour l'agaric et pour l'épinard","A subject ST+ for various molds, for agaric mushrooms and for spinach",,,,,,,
836,"8005-1","Patients CAP positifs pour l'orange","Patients CAP+ for orange",,,,,,,
837,"8009-1","Adultes avec allergie au chou","Adults with allergy to cabbage",,,,,,,
838,"8020-1","Patients avec allergie respiratoire professionnelle au soja","Patients with occupational allergy to soya",,,,,,,
839,"8023-1","Banque de sérums (Phadia): le sérum avait >100 kU/l pour le CAP MUXF3","A serum bank (Phadia): sera with > 100 kU/l CAP for MUXF3  [Mux f 3???]",,,,,,,
840,"8032-1","Enfants allergiques aux hyménoptères","Children allergic to hymenoptera",,,,,,,
841,"8034-1","Sujets allergiques au kiwi","Subjects allergic to kiwi",,,,,,,
842,"8039-1","Sujets CAP positifs fléole et farine de blé (sérothèque) et avec inhibition du blé par la fléole","Subjects CAP+ to timothy and wheat flour (blood bank) and with inhibition of wheat by timothy",,,,,,,
843,"8062-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
844,"8064-1","1 enfant avec allergie aux laits de brebis et de chèvre, sans allergie au lait de vache","A child with allergy to sheep and goat's milk without allergy to cow's milk",,,,,,,
845,"8065-1","Un cas d'allergie à l'œuf de caille dans le cadre d'un syndrome œuf-oiseaux","A case of allergy to quail's egg as part of an egg-bird syndrome",,,,,,,
846,"8067-1","Enfants avec allerie au pois chiche","Children with allergy to chickpea",,,,,,,
847,"8077-1","Anaphylaxie à la myrtille","Anaphylaxis to blueberry",,,,,,,
848,"8086-1","Polliniques à l'olivier","Olive pollinosis",,,,,,,
849,"8091-1","Sujets positifs pour rBet v 2","Subjets + for rBet v 2",,,,,,,
850,"8094-1","Allergie à l'écureuil","Allergy to squirrel",,,,,,,
851,"8095-1","Patients ayant un test de provocation nasle positif pour olivier et dactyle","Patients with a positive nasal provocation test for olive and Bermuda grass pollen",,,,,,,
852,"8108-1","1 enfant de 7 mois avec allergie à la viande de bœuf sans allergie au lait de vache","A 7 month old child with allergy to beef meat without allergy to cow's milk",,,,,,,
853,"8115-1","OAS jujube chez une femme TC positive latex mais non allergique latex","Oral allergy syndrome to jujube in a woman ST+ to latex but not allergic to latex",,,,,,,
854,"8183-1","Sujets Espagnols allergiques à l'olivier et Autrichiens allergiques au frêne","Spanish subjects allergic to olive pollen and Austrians allergic to ash tree pollen",,,,,,,
855,"8183-2","Sujets Espagnols allergiques à l'olivier et Autrichiens allergiques au frêne","Spanish subjects allergic to olive pollen and Austrians allergic to ash tree pollen",,,,,,,
856,"8202-1","Patients allergiques à l'arachide","Patients allergic to peanuts",,,,,,,
857,"8202-2","Patients allergiques à la noix du Brésil","Patients allergic to Brazil nuts",,,,,,,
858,"8202-3","Patient allergique aux fruits à coque","Patients allergic to tree nuts",,,,,,,
859,"8205-1","Sujets exposés professionnellement à la papaïne","Subjects occupationally exposed to papain",,,,,,,
860,"8205-2","Sujets exposés professionnellement à la broméline et à la papaïne","Subjects occupationally exposed to bromelin and papain",,,,,,,
862,"8207-1","Professionnels avec asthme du boulanger","Workers with baker's asthma",,,,,,,
863,"8209-1","Polliniques au bouleau avec allergie à la pomme","Birch pollinosis patients with allergy to apple",,,,,,,
864,"8212-1","Sélection des sujets = ?","Selection of subjects = ??",,,,,,,
865,"8213-1","Patients avec réaction systémique (ou loco-régionale) à un piqûre de guêpe Polistes","Paients with systemic reactions (or local-regional reactions) to a Polistes wasp sting",,,,,,,
866,"8214-1","Patients allergiques au venin de Vespula","Patients allergic to Vespula venom",,,,,,,
867,"8215-1","Polliniques à l'acacia","Patients with acacia pollinosis",,,,,,,
868,"8217-1","Patients avec réaction systémique après piqûre par une guêpe (Vespula ou Dolichovespula)","Patients with a systemic reaction after a wasp sting (Vespula or Dolichovespula)",,,,,,,
869,"8221-1","Patients avec asthme professionnel à la farine","Patients with occupational allergy to flour",,,,,,,
870,"8224-1","Allergie professionnelle au pollen de tournesol","Occupational allergy to sunflower pollen",,,,,,,
871,"8227-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
872,"8234-1","Sujets ayant un asthme professionnel du à la poussière de bois d'abachi","Subjects with occupational allergy to abachi (Triplochiton scleroxylon) wood dust ",,,,,,,
873,"8237-1","Asthme professionnel au soja","Occupational allergy to soya",,,,,,,
874,"8238-1","Patients TC positifs pour les phanères de différents mammifères","Patients ST+ for various mammalian danders",,,,,,,
875,"8239-1","Allergie respiratoire et alimentaire aux lentilles et pois chiches","Respiratory and food allergy to lentils and chickpeas",,,,,,,
876,"8241-1","Boulangers","Bakers",,,,,,,
877,"8246-1",,,"Ab","Ab",,,,,
878,"8248-1",,,"Manquent détails (résumé possésé seulement)","Details missing (only the abstract available)",,,,,
879,"8257-1","Sujets IgE+ pour Euroglyphus","Subjects IgE+ for Eurogluphus",,,,,,,
880,"8261-1","Patients non sensibilisés au latex et présentant une allergie à la figue","Patients not sensitized to latex but with allergy to fig",,,,,,,
881,"8313-1","Sujets polliniques aux graminées","Grass pollinosis patients",,,,,,,
882,"8325-1","sujets allergiques aux crustacés","Subjects allergic to shellfish",,,,,,,
883,"8330-1","Enfants avec histoire clinique d'allergie immédiate à la farine de céréales","Children with a clinical history of immediate allergy to cereal flour",,,,,,,
884,"8332-1","Asthme/rhinoconjonctivite avec RAST positif Chortoglyphus et D ptero","Asthma/rhinoconjunctivitis and RAST+ for Chortoglyphus and D. pteronyssinus",,,,,,,
885,"8346-1",,,"Données inexploitables","Data inexploitable",,,,,
886,"8351-1",,,"Données inexploitables","Data inexploitable",,,,,
887,"8353-1","Sujets avec allergie au lait de chèvre/brebis sans allergie au lait de vache","Subjects with allergy to goat's/sheep milk without allergy to cow's milk",,,,,,,
888,"8363-1",,,"Données inexploitables","Data inexploitable",,,,,
889,"8391-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
890,"8417-1","Patients allergiques à l'amande","Patients allergic to almond",,,,,,,
891,"8420-1","Allergiques à la noix, avec histoire clinique positive pour noisette et noix de cajou","Patients allergic to walnuts with a positive clinical history for hazelnut and cashew nut",,,,,,,
892,"8430-1","Patients polliniques à Cupressus sempervirens","Patients with Cupressus sempervirens pollinosis","Nb de sujets RC+ déduit de la Fig 6","Number of CR+ subjects inferred from Fig 6",,,,,
893,"8463-1","Patients polliniques aux graminées","Patients with grass pollinosis",,,,,,,
894,"8468-1","Sujest RAST positifs pour la polygalacturonase du lis","Subjects RAST+ for lily polygalacturonase",,,,,,,
895,"8525-1","Sujets positifs pour Cladosporium et Alternaria","Subjects + for Cladosporium and Alternaria",,,,,,,
896,"8529-1","Sujets allergiques au venin de Vespula et porteurs d'IgE anti-CCD (broméline et HRP positives)","Subjects allergic to Vespula venom and with anti-CCD IgE (bromelin and HRP +)",,,,,,,
897,"8529-2","Sujet allergique au venin d'abeille et porteur d'IgE anti-CCD (broméline et HRP positives)","Subjects allergic to bee venom and with anti-CCD IgE (bromelin and HRP +)",,,,,,,
898,"8539-1","Asthme professionnel","Occupational asthma",,,,,,,
899,"8554-1","Eczéma atopique avec réactivité pour Malassezia","Atopic eczema with reactivity to Malassezia",,,,,,,
900,"8558-1","Allergie au chien","Allergy to dogs",,,,,,,
901,"8590-1","Polliniques au platane","Plantain pollinosis",,,,,,,
902,"8596-1","Allergie au chat","Allergy to cats",,,,,,,
903,"8604-1","1 patient avec allergie au chat puis allergie au porc","One patient with cat allergy and, later, pork allergy",,,,,,,
904,"8608-1","Sujets allergiques aux crustacés","Subjects allergic to shellfish",,,,,,,
905,"8620-1","Sujets allergiques au latex et positifs pour nHev b 13","Subjects allergic to latex and + for nHev b 13",,,,,,,
906,"8636-1","Sujets polliniques à Senecio jacobea","Subjects with Senecio jacobea pollinosis",,,,,,,
907,"8641-1","Allergiques à la tomate et pollinique genévrier","Subjects allergic to tomato and with juniper pollinosis",,,,,,,
908,"8668-1","Sujets avec TC natif positif pour la tomate et les feuilles de cannabis","Subjects with +ST for tomato and canabis leaves",,,,,,,
909,"8669-1",,,"Données inexploitables","Data inexploitable",,,,,
910,"8676-1","Polliniques TC positifs pour diverses Astéracées","Subjects with pollinosis with +ST for various Asteraceae",,,,,,,
911,"8685-1","Patient pollinique présentant un syndrome oral avec l'oignon","A pollinosis patient presenting with an oral allergy syndrome to onion",,,,,,,
912,"8714-1","Allergie alimentaire au riz dans le cadre d'un syndrome LTP","Food allergy to rice as part of an oral allergy syndrome to onion",,,,,,,
913,"8715-1","Allergiques au raisin (2/3 d'enfants)","Subjects allergic to grapes (2/3 children)",,,,,,,
914,"8715-2","Allergiques au raisin (2/3 d'enfants)","Subjects allergic to grapes (2/3 children)",,,,,,,
915,"8727-1",,,"Manquent détails dans l'article","Missing details in the article",,,,,
916,"8730-1","Allergiques au chat","Subjects allergic to cats",,,,,,,
917,"8749-1","Anaphylaxie provoquée par l'usage d'un savon parfumé aux agrumes","Anaphylaxis caused by the use of soap containing citrus fruit perfume",,,,,,,
918,"8765-1","Asthme professionnel du à Penicillium camemberti","Occupational asthma to Penicillim camemberti",,,,,,,
919,"8783-1","Allergie à la courgette et au navet chez un adulte allergique au latex (exposé) et à des ""fruits latex""","Allergy to zucchini and turnip in an adult allergic to latex (exposed) and to ""latex fruits""",,,,,,,
920,"8793-1","Allergie au guépard","An allergy to cheetah",,,,,,,
921,"8796-1","Enfants allergiques à l'arachide présentant une réactivité clinique pour le fenugrec","Children allergeic to peanuts presenting with clinical reactivity to fenugreek",,,,,,,
922,"8796-2","Enfant allergique à l'arachide présentant une réactivité cutanée (sans allergie) pour le fenugrec","A child allergic to peanuts presenting with a skin reaction (without allergy) to fenugreek",,,,,,,
923,"8797-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
924,"8798-1","Enfant allergique au lait de soja et pollinique au bouleau","A child allergic to soymilk and with birch pollinosis",,,,,,,
925,"8799-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
926,"8815-1","Allergiques aux Vespides avec TC positif pour Vespula et Polistes dominulus","Subjects allergic to wasps with ST+ for Vespula and Polistes dominulus",,,,,,,
927,"8842-1","Sujet allergique au pouce-pied et à la crevette","A subject allergic to goose barnacles and shrimp",,,,,,,
928,"8845-1","Enfants avec allergie au lait de vache","Children with allergy to cow's milk",,,,,,,
929,"8847-1","sujets TC positifs pariétaire et carde","Subjects ST+ to wall pellitory and cardoon",,,,,,,
930,"8863-1","Allergie professionnelle à l'œuf","Occupational allergy to egg",,,,,,,
931,"8867-1","Patients allergiques au sésame et IgE+ pour rJug r 4","Patients allergic to sesame and IgE+ for rJug r 4",,,,,,,
932,"8881-1","Sujets ""sensibilisés"" à la soude mais TC négatifs pour le chénopode","Subjects ""sensitized"" to barilla but ST− to goosefoots",,,,,,,
933,"8899-1",,,"Manquent détails (résumé possésé seulement)","Details missing (only the abstract available)",,,,,
934,"8945-1","Professionnel exposé aux poussières de bois","Workers exposed to wood dust",,,,,,,
935,"8946-1","Allergie professionnelle à la racine de chicorée","Occupational allergy to endive roots",,,,,,,
936,"8959-1","Un cas d'anaphylaxie à la grenade","A case of anaphylaxis to pomagranate",,,,,,,
937,"8962-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
938,"8964-1","Un cas d'allergie à la chérimole chez une femme allergique au latex","A case of custard-apple allergy in a woman allergic to latex",,,,,,,
939,"8976-1","Anaphylaxie à une solution de camomille","Anaphylaxis to a camomile solution",,,,,,,
940,"8980-1","Adultes allergiques à la moutarde","Adults allergic to mustard",,,,,,,
941,"9002-1","Réaction anaphylactique à la noix de coco chez un enfant allergique à la noix","An anaphylactic reaction to coconut in a child allergic to walnuts",,,,,,,
942,"9009-1","Patiente présentant une anaphylaxie à l'ingestion de mandarine","A patient presenting with anaphylaxis after eating a manderine",,,,,,,
943,"9076-1","Allergie au lupin (TPODA) et à l'arachide","Allergy to lupin (DBOFC) and to peanut",,,,,,,
944,"9076-2","Allergie au lupin (TPODA) sans allergie à l'arachide ni aux autres Fabacées","Allergy to lupin (DBOFC) without peanut allegy nor allergy to other Fabaceae",,,,,,,
945,"9099-1","Patients avec APLV persistante et allergie aux phanères de mammifères","Patients with persistent APLV ?? and allergy to mammalian danders",,"Mammalian danders",,,,,
946,"9105-1","Syndrome oral à l'ingestion de graines de lupin","Oral allergy syndrome on eating lupin beans",,,,,,,
947,"9117-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
948,"9120-1","Patients allergiques au sarrasin","Patients allergic to buckwheat",,,,,,,
949,"9179-1","Patient pollinique au bouleau, sans allergie alimentaire","Patients with birch pollinosis but without food allergy",,,,,,,
950,"9223-1","Patients avec asthme du boulanger, sans allergie pour la pêche mais IgE+ pour Pru p 3","Patients with baker's asthma and IgE+ for Pru p 3 but without allergy to peach",,,,,,,
951,"9234-1",,,"Manquent détails dans l'article","Missing details in the article",,,,,
952,"9267-1","Patients avec réactivité cutanée et/ou sérique pour des phanères de mammifères","Patients with skin and/or serum reactivity for mammalian danders",,,,,,,
953,"9283-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
954,"9358-1","Polliniques au bouleau et allergiques au litchi","Birch pollinosis and allergy to lychee",,,,,,,
955,"9388-1",,,"Manquent détails (résumé possésé seulement)","Details missing (only the abstract available)",,,,,
956,"9418-1","Patients avec anaphylaxie au blé induite par l'effort et réactivité cutanée pour Saccharomyces","Patients with wheat-dependent exercise-induced anaphylaxis and cutaneous reactivity to Saccharomyces",,,,,,,
957,"9472-1","Syndrome porc-chat s'étendant au poulet","Pork-cat syndrome extending to chicken",,,,,,,
958,"9717-1","Patiente présentant une allergie respiratoire et une allergie de contact avec le riz cru","A patient with respiratory allergy and contact allergy to raw rice",,,,,,,
959,"844-1","Infirmière allergique au latex","A nurse allergic to latex",,,,,,,
960,"3133-1","1 patient avec anaphylaxie à l'acérola","One patient with anaphylaxis to acerola",,,,,,,
961,"8882-1","Patients allergiques aux crevettes","Patients allergic to shrimp",,,,,,,
962,"10293-1","Anaphylaxie au thon (cru) et au makaire (blue marlin)","Anaphylaxis to raw tunafish and to blue marlin",,,,,,,
963,"9834-1","Allergiques à la morue","Allergy to cod",,,,,,,
964,"9928-1","Patients allergiques aux blattes","Patients allergic to cockroaches",,,,,,,
965,"9925-1","1 enfant avec anaphylaxie à la volaille et à l'oeuf induite par l'exercice","One child with exercise-induced anaphylaxis to poultry and to egg ",,,,,,,
966,"9695-1","Patients avec allergie au poisson (Espagne, Pays-Bas, Grêce)","Patients with fish allergy (Spain, The Netherlands and Greece)",,,,,,,
967,"9100-1","Patient allergique aux crevettes","Patients allergic to shrimp",,,,,,,
968,"9937-1","Patients allergiques au saumon","Patients allergic to salmon",,,,,,,
969,"9218-1","Patient allergique aux crustacés","Patients allergic to crustaceans",,,,,,,
970,"9302-1",,,"Manquent détails (résumé possésé seulement)","Details missing (only the abstract available)",,,,,
971,"9188-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
972,"8046-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
973,"9380-1",,,"Pas de RC testée ou méthodologie non conforme","CR not assayed or non-conforming method",,,,,
974,"5152-1","Allergie à des œufs de poisson, sans allergie à la chair de poisson","Allergy to fish eggs, without allergy to fish meat",,,,,,,
975,01/01/2011,"Patients doublement positifs pour l'abeille et la guêpe Vespula","Patients doubly + for bees and Vespula wasps",,,,,,,
980,"10001-1",,,"Pas de RC testée","CR not assayed",,,,,
981,"10003-1","Enfant allergique aux acariens et aux crustacés et mollusques","Children allergic to mites and to crustaceans and mollusks","L'inhibition de blot est très tangente, en tout cas pour un rôle de tropos","Inhibition in the blot is very borderline, in any case for a role of tropos [",,,,,"tropomysins??"
982,"1009-1","Patients allergiques au thon","Patients allergic to tunafish",,,,,,,
983,"10128-1",,,"Sélection douteuse des érums et effet de CCD même pas évoqué !","Doubtful selection of sera, and the effect of CCD not even considered",,,,,
984,"10137-1","Patients polliniques (bouleau, etc..) avec allergie à la mangue","Patients with pollinosis (birch, et al.) with allergy to mango",,,,,,,
985,"1014-1","Patients allergiques à la pomme et à la pêche","Patients allergic to apple and peach",,,,,,,
986,"10168-1","Adultes avec asthme du boulanger et syndrome oral kiwi","Adults with baker's asthma and oral allergy syndrome to kiwi",,,,,,,
987,"10181-1","Enfants avec dermatite atopique et présentant un TC positif pour les graines de Brassica rapa (navette)","Children with atopic dermatitis and with a +ST for Brassica rapa (turnip)",,,,,,,
988,"10195-1",,,"utilisation d'antisérums et non de sérums humains","Antisera, not human sera, were used",,,,,
989,"10196-1",,,"RC entre une 66kD de Prosopis (de nature = ?) et des pollens très exotiques (et le haricot du cap) ! De plus, probable arte-fact CCD",,,,,,
990,"10201-1","Patients polliniques aux graminées","Patients with grass pollinosis",,,,,,,
991,"10204-1","Patients CAP positifs pour bouleau, hêtre et chêne","Patients CAP+ for birch, beech and oak",,,,,,,
992,"10234-1","Urticaire généralisée après ingestion de banane chez un enfant de 6 mois","Generalized urticaria in a 6 month's old child after eating banana",,,,,,,
993,"10267-1",,,"pas de RC testée","CR not assayed",,,,,
994,"10275-1","Patients avec ABPA","Patients with ABPA",,,,,,,
995,"10303-1",,,,,,,,,
996,"10346-1",,,"Utilisation d'un mAb","A mAb was used",,,,,
997,"10352-1","Anaphylaxie après ingestion de mangue fraîche, sous IT armoise","Anaphylaxis after eating fresh mango while receiving mugwort IT",,,,,,,
998,"10367-1","Patients allergiques au chien","Patients allergic to dog",,,,,,,
999,"10389-1","Patients allergiques à Cladosporium herbarum","Patients allergic to Cladosporium herbarum",,,,,,,
1000,"10399-1",,,"ni blot ni inhibitions : parler d' ""allergie croisée"" est bien exagéré","neither blot nor inhibition: to speak of ""cross allergy"" is greatly exaggerated",,,,,
1001,"1040-1","Patient pollinique (graminées et pariétaire)","A pollinosis patient (due to grass and wall pellitory)",,,,,,,
1002,"1042-1",,,"Utilisation d'un Ab","An Ab was used",,,,,
1003,"10421-1","Patients polliniques au bouleau et allergiques au kiwi (TPODA)","Patients with birch pollinosis and allergy to kiwi (DBOFC)",,,,,,,
1004,"10429-1","Patients avec réaction systémique à Polistes","Patients with a systemic reaction to Polistes",,,,,,,
