"id_biblio","date_biblio","id_redacteur","auteurs","titre","journal","autre_media","annee","volume","supplement","numero","prem_page","dern_page","abstract","full_text_disponible"
9086,30-sept.-07,"henriM","Iglesias I. Rodriguez-Rajo FJ. Méndez J.","Behavior of Platanus hispanica pollen, an important spring aeroallergen in northwestern Spain","J Investig Allergol Clin Immunol",,2007,"17",,,"145","156","
BACKGROUND AND OBJECTIVE: Platanus hispanica trees are considered an important source of airborne pollen allergens in many cities of Western Europe. As the prevalence of sensitization to this species is 8% to 9% in northwestern Spain, our objective was ",VRAI
9087,30-sept.-07,"henriM","Sabbah A. Bonneau JC. Hernandez C. Drouet M. Le Sellin J.","Allergie croisée pomme, bouleau, kiwi: à propos de 2 observations","Allerg Immunol (Paris)",,1985,"17",,,"524","525",,FAUX
9088,30-sept.-07,"henriM","Rihs HP. Chen Z. Rozynek P. Cremer R.","Allergenicity of rHev b 10 (manganese-superoxide dismutase)","Allergy",,2001,"56",,,"85","86",,VRAI
9089,01-oct.-07,"henriM","Host A. Samuelsson EG.","Allergic reactions to raw, pasteurized, and homogenized/pasteurized cow milk: a comparison. A double- blind placebo- controlled study in milk allergic children","Allergy",,1988,"43",,,"113","118",,VRAI
9090,22-oct.-07,"henriM","Kelso JM. Jones RT. Yunginger JW.","Monospecific allergy to swordfish","Ann Allergy Asthma Immunol",,1996,"77",,,"227","228",,FAUX
9091,02-nov.-07,"henriM","Blanc A. Donnay C. Metz-Favre C. de Blay F. Pauli G.","Sensibilisation concomitante au chat et au chien : cosensibilisation ou allergènes croisants ?","Rev Fr Allergol Immunol Clin",,2007,"47",,,"375","376",,VRAI
9092,02-nov.-07,"henriM","Delimi B. Dhivert-Donnadieu H. Demoly P.","Allergies cyprès-pêche : allergie croisée ou simple coïncidence ?","Rev Fr Allergol Immunol Clin",,2007,"47",,,"350","354","
Plusieurs cas d’allergies croisées cyprès-pêche ont été rapportés récemment. Dans ce travail, nous avons cherché à confirmer cette possibilité dans une population de 33 patients du pourtour méditerranéen allergiques aux pollens de Cupressacées. L’analys",VRAI
9093,02-nov.-07,"henriM","Raulf-Heimsoth M. Rihs HP. Rozynek P. Cremer R. Gaspar A. Pires G. Yeang HY. Arif SAM. Hamilton RG. Sander I. Lundberg M. Brüning T.","Quantitative analysis of immunoglobulin E reactivity profiles in patients allergic or sensitized to natural rubber latex (Hevea brasiliensis)","Clin Exp Allergy",,2007,"37",,,"1657","1667",,VRAI
9094,02-nov.-07,"henriM","Palosuo T. Lehto M. Kotovuori A. Kalkkinen N. Blanco C. Poza P. Carrillo T. Hamilton RG. Alenius H. Reunala T. Turjanmaa K.","Latex allergy: low prevalence of immunoglobulin E to highly purified proteins Hev b 2 and Hev b 13","Clin Exp Allergy",,2007,"37",,,"1502","1511",,VRAI
9095,02-nov.-07,"henriM","Smith AM. Amin HS. Biagini RE. Hamilton RG. Arif SAM. Yeang HY. Bernstein DI.","Percutaneous reactivity to natural rubber latex proteins persists in health-care workers following avoidance of natural rubber latex","Clin Exp Allergy",,2007,"37",,,"1349","1356",,VRAI
9096,02-nov.-07,"henriM","Lucas JSA. Nieuwenhuizen NJ. Atkinson RG. MacRae EA. Cochrane SA. Warner JO. Hourihane JO'B.","Kiwifruit allergy: actinidin is not a major allergen in the United Kingdom","Clin Exp Allergy",,2007,"37",,,"1340","1348",,VRAI
9097,02-nov.-07,"henriM","Virtanen T. Kinnunen T.","Not all proteins are created allergens","J Allergy Clin Immunol",,2007,"120",,,"724","725",,VRAI
9098,02-nov.-07,"henriM","Roberts G.","Anaphylaxis to foods","Pediatr Allergy Immunol",,2007,"18",,,"543","548",,VRAI
9099,02-nov.-07,"henriM","Vicente-Serrano J. Caballero ML. Rodriguez-Pérez R. Carretero P. Pérez R. Blanco JG. Juste S. Moneo I.","Sensitization to serum albumins in children allergic to cow’s milk and epithelia","Pediatr Allergy Immunol",,2007,"18",,,"503","507",,VRAI
9100,02-nov.-07,"henriM","Nakano S. Yoshinuma T. Yamada T.","Reactivity of Shrimp Allergy-Related IgE Antibodies to Krill Tropomyosin","Int Arch Allergy Immunol",,2008,"145",,,"175","181",,VRAI
9101,02-nov.-07,"henriM","Oberhuber C. Ma Y. Wopfner N. Gadermaier G. Dedic A. Niggemann B. Maderegger B. Gruber P. Ferreira F. Scheiner O. Hoffmann-Sommergruber K.","Prevalence of IgE-Binding to Art v 1, Art v 4 and Amb a 1 in Mugwort-Allergic Patients","Int Arch Allergy Immunol",,2008,"145",,,"94","101",,VRAI
9102,02-nov.-07,"henriM","Zeller S. Glaser AG. Vilhelmsson M. Rhyner C. Crameri R.","Immunoglobulin-E-Mediated Reactivity to Self Antigens: A Controversial Issue","Int Arch Allergy Immunol",,2008,"145",,,"87","93",,VRAI
9103,02-nov.-07,"henriM","Simon-Nobbe B. Denk U. Pöll V. Rid R. Breitenbach M.","The Spectrum of Fungal Allergy","Int Arch Allergy Immunol",,2008,"145",,,"58","86",,VRAI
9104,02-nov.-07,"henriM","Krop EJM. Matsui EC. Sharrow SD. Stone MJ. Gerber P. van der Zee JS. Chapman MD. Aalberse RC.","Recombinant Major Urinary Proteins of the Mouse in Specific IgE and IgG Testing","Int Arch Allergy Immunol",,2007,"144",,,"296","304",,VRAI
9105,02-nov.-07,"henriM","Quaresma RR. Viseu R. Martins LM. Tomaz E. Inacio F.","Allergic primary sensitization to lupine seed","Allergy",,2007,"62",,,"1473","1474",,VRAI
9106,02-nov.-07,"henriM","Compés E. Palomares O. Fernandez-Nieto M. Escudero M. Cuesta-Herranz J.","Allergy to turnip seeds in a bird fancier","Allergy",,2007,"62",,,"1472","1473",,VRAI
9107,02-nov.-07,"henriM","Mur Gimeno P. Feo Brito F. Martin Iglesias A. Lombardero Vega M. Bautista Martinez P.","Allergic reaction caused by a new hidden food, broad bean flour","Allergy",,2007,"62",,,"1340","1341",,VRAI
9108,02-nov.-07,"henriM","Sbornik M. Rakoski J. Mempel M. Ollert M. Ring J.","IgE-mediated type-I-allergy against red wine and grapes","Allergy",,2007,"62",,,"1339","1340",,VRAI
9109,02-nov.-07,"henriM","Zhang J. Hamilton JM. Garrod DR. Robinson C.","Interactions between mature Der p 1 and its free prodomain indicate membership of a new family of C1 peptidases","Allergy",,2007,"62",,,"1302","1309",,VRAI
9110,02-nov.-07,"henriM","Raulf-Heimsoth M. Kespohl S. Crespo JF. Rodriguez J. Feliu A. Brüning T. Rihs HP.","Natural rubber latex and chestnut allergy: cross-reactivity or co-sensitization ?","Allergy",,2007,"62",,,"1277","1281",,VRAI
9111,02-nov.-07,"henriM","Boussault P. Léauté-Labrèze C. Saubusse E. Maurice-Tison S. Perromat M. Roul S. Sarrat A. Taïeb A. Boralevi F.","Oat sensitization in children with atopic dermatitis: prevalence, risks and associated factors","Allergy",,2007,"62",,,"1251","1256",,VRAI
9112,02-nov.-07,"henriM","Gubesch M. Theler B. Dutta M. Baumer B. Mathis A. Holzhauser T. Vieths S. Ballmer-Weber BK.","Strategy for allergenicity assessment of ""natural novel foods"" : clinical and molecular investigation of exotic vegetables (water spinach, hyacinth bean and Ethiopian eggplant)","Allergy",,2007,"62",,,"1243","1250",,VRAI
9113,02-nov.-07,"henriM","Asero R.","The changing pattern of ragweed allergy in the area of Milan, Italy","Allergy",,2007,"62",,,"1097","1099",,VRAI
9114,04-nov.-07,"henriM","Beaudouin E. Renaudin JM. Jacquenet S. Moneret-Vautrin DA.","Intérêt diagnostique des IgE spécifiques aux allergènes recombinants du latex","Alim'Inter",,2007,"12",,,"219","225",,VRAI
9115,07-nov.-07,"henriM","Asero R. Mistrello G. Roncarolo D. Antoniotti PL. Falagiani P.","A case of garlic allergy","J Allergy Clin Immunol",,1998,"101",,,"427","428",,VRAI
9116,07-nov.-07,"henriM","Escribano MM. Munoz-Bellido FJ. Serrano P. de la Calle A. Conde J.","Acute urticaria after ingestion of asparagus","Allergy",,1998,"53",,,"622","623",,VRAI
9117,13-nov.-07,"henriM","Asturias JA. Arilla C. Gomez-Bayon N. Martinez J. Martinez A. Palacios R.","Cloning and expression of the panailergen profilin and the major allergen (Ole e 1) from olive tree pollen","J Allergy Clin Immunol",,1997,"100",,,"365","372",,VRAI
9118,13-nov.-07,"henriM","Petersen BN. Janniche H. Munch EP. Wihl JA. Böuwadt H. Ipsen H. Löswenstein H.","Immunotherapy with partially purified and standardized tree pollen extracts. I. Clinical results from a three-year double-blind study of patients treated with pollen extracts either of birch or combinations of alder, birch and hazel","Allergy",,1988,"43",,,"353","362","
Fifty-four adult patients with tree pollen-induced rhinitis (28), asthma (1), or rhinitis and asthma (25) were selected for immunotherapy with standardized and partly purified tree pollen extracts using a double blind protocol. The selection was based o",FAUX
9119,13-nov.-07,"henriM","Birkner T. Rumpold H. Jarolim E. Ebner C. Breitenbach M. Skvaril F. Scheiner O. Kraft D.","Evaluation of immunotherapy-induced changes in specific IgE, IgG and IgG subclasses in birch pollen allergic patients by means of immunoblotting","Allergy",,1990,"45",,,"418","426",,VRAI
9120,15-nov.-07,"henriM","Choi SY. Sohn JH. Lee YW. Lee EK. Hong CS. Park JW.","Application of the 16-kDa buckwheat 2S storage albumin protein for diagnosis of clinical reactivity","Ann Allergy Asthma Immunol",,2007,"99",,,"254","260","
BACKGROUND: The 16-kDa protein of buckwheat (BW) has been implicated as a major allergen in BW allergy. OBJECTIVE: To characterize the 16-kDa allergen and evaluate its clinical significance as an indicator of BW allergy. METHODS: Complementary DNA from ",VRAI
9121,15-nov.-07,"henriM","Weber RW.","Cross-reactivity of pollen allergens: impact on allergen immunotherapy","Ann Allergy Asthma Immunol",,2007,"99",,,"203","211","
OBJECTIVE: To provide guidelines for the rational formulation of allergen immunotherapy extracts based on knowledge of pollen allergen and epitope cross-reactivity. DATA SOURCES: A PubMed search was performed for articles published from 1966 to 2007 usi",VRAI
9122,15-nov.-07,"henriM","Plaza L. Duvetter T. Monfort S. Clynen E. Schoofs L. Van Loey AM. Hendrickx ME.","Purification and Thermal and High-Pressure Inactivation of Pectinmethylesterase Isoenzymes from Tomatoes (Lycopersicon esculentum): A Novel Pressure Labile Isoenzyme","J Agric Food Chem",,2007,"55",,,"9259","9265","
Tomato pectinmethylesterase (PME) was successfully purified by a two-step method consisting of affinity chromatography followed by cation exchange chromatography. According to this procedure, four different isoenzymes were identified representing molar ",FAUX
9123,15-nov.-07,"henriM","Jeong KY. Lee H. Lee JS. Lee J. Lee IY. Ree HI. Hong CS. Yong TS.","Molecular cloning and the allergenic characterization of tropomyosin from Tyrophagus putrescentiae","Protein Pept Lett",,2007,"14",,,"431","436"," 
Storage mites have been recognized as a cause of asthma and rhinitis. Studies from several countries have shown that the IgE-mediated allergy to storage mites is of considerable importance, especially in rural populations. This study aimed to identify ",VRAI
9124,15-nov.-07,"henriM","Snégaroff J. Branlard G. Bouchez-Mahiout I. Laudet B. Tylichova M. Chardot T. Pecquet C. Choudat D. Raison-Peyron N. Vigan M. Kerre S. Laurière M.","Recombinant Proteins and Peptides as Tools for Studying IgE Reactivity with Low-Molecular-Weight Glutenin Subunits in Some Wheat Allergies","J Agric Food Chem",,2007,"55",,,"9837","9845","
Two genes of wheat low-molecular-weight glutenin subunits (LMW-GS), B16 and P73, were cloned and expressed in E. coli. They were homologous to proteins encoded respectively at Glu-B3 and Glu-D3 loci. The N-terminal and C-terminal halves of B16 (NB16 and",VRAI
9125,15-nov.-07,"henriM","Bernard H. Mondoulet L. Drumare MF. Paty E. Scheinmann P. Thaï R. Wal JM.","Identification of a New Natural Ara h 6 Isoform and of Its Proteolytic Product as Major Allergens in Peanut","J Agric Food Chem",,2007,"55",,,"9663","9669","
Numerous food allergens of plant origin belong to the 2S albumin family, including peanut Ara h 2. In addition to Ara h 2, several other conglutins related to 2S albumins are present in peanut seeds. We evaluated the allergenicity of different peanut co",VRAI
9126,15-nov.-07,"henriM","Bannon GA. Martino-Catt S.","Application of current allergy assessment guidelines to next-generation biotechnology-derived crops","J AOAC Int",,2007,"90",,,"1492","1499","
In any single day, our immune systems are exposed to thousands of different proteins from the environment and the food we eat. In a portion of the human population, some of those proteins will stimulate the immune systems to synthesize immunoglobulin E ",FAUX
9127,15-nov.-07,"henriM","Frossard N. Strolin-Benedetti M. Purohit A. Pauli G.","Inhibition of allergen-induced wheal and flare reactions by levocetirizine and desloratadine","Br J Clin Pharmacol",,2008,"65",,,"172","179","
What is already known about this subject * The reproducible and standardized histamine-induced wheal and flare model helps identify the objective effectiveness of antihistamines in humans, as well as their differences in onset and duration of action. * ",VRAI
9128,15-nov.-07,"henriM","Chapman MD. Wünschmann S. Pomés A.","Proteases as Th2 adjuvants","Curr Allergy Asthma Rep",,2007,"7",,,"363","367","
Several cysteine and serine protease allergens have been cloned from house dust mites, including Der p 1, Der p 3, Der p 6, and Der p 9. A significant body of evidence suggests that these allergens mimic helper T (Th) 2 cell adjuvants. Der p 1 cleaves C",FAUX
9129,15-nov.-07,"henriM","Shen HD. Tam MF. Tang RB. Chou H.","Aspergillus and Penicillium allergens: focus on proteases","Curr Allergy Asthma Rep",,2007,"7",,,"351","356","
Penicillium and Aspergillus species are prevalent airborne fungi. It is imperative to identify and characterize their major allergens. Alkaline and/or vacuolar serine proteases are major allergens of several prevalent Penicillium and Aspergillus species",VRAI
9130,15-nov.-07,"henriM","Vidal C. Armisén M. Bartolomé B. Rodriguez V. Luna I.","Anaphylaxis to Hippobosca equina (louse fly)","Ann Allergy Asthma Immunol",,2007,"99",,,"284","286","
BACKGROUND: IgE-mediated allergy to insects different from Hymenoptera species is seldom reported. OBJECTIVE: To describe and study the case of a previously nonatopic man with an anaphylactic reaction (grade III, Müeller) caused by a bite from a louse f",FAUX
9131,15-nov.-07,"henriM","Fluckinger M. Merschak P. Hermann M. Haertlé T. Redla B.","Lipocalin-1-interacting-membrane-receptor (LIMR) mediates cellular internalization of beta-lactoglobulin","Biochim Biophys Acta",,2008,"1778",,,"342","347","
beta-Lactoglobulin (BLG) is a member of the lipocalin protein family and a major food-borne allergen in humans. Numerous in vitro studies have suggested a role for BLG in molecular transport processes; however, its physiological role remains enigmatic. ",FAUX
9132,15-nov.-07,"henriM","Hegde VL. Venkatesh YP.","Anaphylaxis following ingestion of mango fruit","J Investig Allergol Clin Immunol",,2007,"17",,,"341","344","
Allergic reactions to fresh fruits and nuts have become increasingly common. Mango (Mangifera indica) is a popular fruit eaten all over the world. We report the case of a 43-year-old woman who experienced oropharyngeal itching, swelling of the face and ",VRAI
9133,15-nov.-07,"henriM","Bollen MA. Garcia A. Cordewener JH. Wichers HJ. Helsper JP. Savelkoul HF. van Boekel MA.","Purification and characterization of natural Bet v 1 from birch pollen and related allergens from carrot and celery","Mol Nutr Food Res",,2007,"51",,,"1527","1536","
Birch pollen allergy is predominantly caused by the major allergen Bet v 1 and can lead to crossreactions with homologous proteins in food. Two major cross-reactive food allergens are Dau c 1 from carrot and Api g 1 from celery, which have never been pu",FAUX
9134,15-nov.-07,"henriM","Ladics GS. Bannon GA. Silvanovich A. Cressman RF.","Comparison of conventional FASTA identity searches with the 80 amino acid sliding window FASTA search for the elucidation of potential identities to known allergens","Mol Nutr Food Res",,2007,"51",,,"985","998","
Food and Agriculture Organization/World Health Organization (FAO/WHO) recommended that IgE cross-reactivity between a transgenic protein and allergen be considered when there is >or= 35% identity over a sliding ""window"" of 80 amino acids. Our objective ",FAUX
9135,15-nov.-07,"henriM","Codreanu F. Astier C. Morisset M. Moneret-Vautrin DA. Kanny G. Carbonnel R. Jacquenet S. Bihain B.","Intérêt diagnostique des IgE spécifiques aux allergènes recombinants d'arachide","Alim'Inter",,2007,"12",,,"215","217",,VRAI
9136,15-nov.-07,"henriM","Miceli Sopo S. Radzik D. Calvani M.","The predictive value of specific immunoglobulin E levels for the first diagnosis of cow’s milk allergy. A critical analysis of pediatric literature","Pediatr Allergy Immunol",,2007,"18",,,"575","582",,VRAI
9137,15-nov.-07,"henriM","Calvani M. Alessandri C. Frediani T. Lucarelli S. Miceli Sopo S. Panetta V. Zappala D. Zicari AM.","Correlation between skin prick test using commercial extract of cow’s milk protein and fresh milk and food challenges","Pediatr Allergy Immunol",,2007,"18",,,"583","588",,VRAI
9138,15-nov.-07,"henriM","Levy Y. Segal N. Garty B. Danon YL.","Lessons from the clinical course of IgE-mediated cow milk allergy in Israel","Pediatr Allergy Immunol",,2007,"18",,,"589","593",,VRAI
9139,15-nov.-07,"henriM","Vita D. Passalacqua G. Di Pasquale G. Caminiti L. Crisafulli G. Rulli I. Pajno GB.","Ass’s milk in children with atopic dermatitis and cow’s milk allergy: Crossover comparison with goat’s milk","Pediatr Allergy Immunol",,2007,"18",,,"594","598",,VRAI
9140,15-nov.-07,"henriM","El-Khouly F. Lewis SA. Pons L. Burks AW. Hourihane JO’B.","IgG and IgE avidity characteristics of peanut allergic individuals","Pediatr Allergy Immunol",,2007,"18",,,"607","613",,VRAI
9141,15-nov.-07,"henriM","Contin-Bordes C. Petersen A. Chahine I. Boralevi F. Chahine H. Taïeb A. Sarrat A. Moreau JF. Taupin JL.","Comparison of ADVIA Centaur and Pharmacia UniCAP tests in the diagnosis of food allergy in children with atopic dermatitis","Pediatr Allergy Immunol",,2007,"18",,,"614","620",,VRAI
9142,15-nov.-07,"henriM","Alessandri C. Mari A.","Efficacy of donkey's milk in treating cow's smilk allergic children: Major concerns","Pediatr Allergy Immunol",,2007,"18",,,"625","626",,VRAI
9143,28-nov.-07,"henriM","Breiteneder H. Pettenburger K. Bito A. Valenta R. Kraft D. Rumpold H. Scheiner O. Breitenbach M.","The gene coding for the major birch pollen allergen, Bet v 1, is highly homologous to a pea disease resistance response gene","EMBO J",,1989,"8",,,"1935","1938",,FAUX
9144,29-nov.-07,"henriM","Sergeant P. Kanny G. Moneret-Vautrin DA.","Régime d'éviction des fruits à coque","Alim'Inter",,2007,"12",,,"65",,,FAUX
9145,29-nov.-07,"henriM","Moneret-Vautrin DA. Lemerdy P.","Allergie à la viande de canard","Alim'Inter",,2007,"12",,,"67","68",,FAUX
9146,29-nov.-07,"henriM",,"Médicaments à base de porc ou de bœuf","Alim'Inter",,2007,"12",,,"89","90",,FAUX
9147,29-nov.-07,"henriM",,"Réseau d'Allergo-Vigilance: évaluation de l'année 2006 comparée aux années précédentes","Alim'Inter",,2007,"12",,,"50","52",,FAUX
9148,29-nov.-07,"henriM","Beaudouin E. Sergeant P. Douillet C. Vidal G. Hassoun S. Jacson F. Kanny G.","Allergie alimentaire au sarrasin : analyse des 22 observations publiées par le réseau d'Allergo-Vigilance (2002-2006)","Alim'Inter",,2007,"12",,,"119","123",,FAUX
9149,29-nov.-07,"henriM","Baranes T. Bidat E.","Allergie alimentaire à l'arachide : inhaler n'est pas ingérer","Alim'Inter",,2007,"12",,,"170","173",,FAUX
9150,29-nov.-07,"henriM","Moneret-Vautrin DA.","Allergie alimentaire aux mollusques","Alim'Inter",,2007,"12",,,"174","177",,FAUX
9151,29-nov.-07,"henriM","Moneret-Vautrin DA.","Allergie aux fruits à coque : aspects cliniques actuels","Alim'Inter",,2007,"12",,,"329","334",,FAUX
9152,29-nov.-07,"henriM","Zoccatelli G. Dalla Pellegrina C. Consolini M. Fusi M. Sforza S. Aquino G. Dossena A. Chignola R. Peruffo A. Olivieri M. Rizzi C.","Isolation and Identification of Two Lipid Transfer Proteins in Pomegranate (Punica granatum)","J Agric Food Chem",,2007,"55",,,"11057","11062","
Lipid transfer proteins (LTPs) are a family of low molecular mass (7-9 kDa) polypeptides, the members of which share 35-95% sequence homology. These proteins are widely distributed throughout the plant kingdom and are receiving attention for their bioch",VRAI
9153,29-nov.-07,"henriM","Untersmayr E. Lukschal A. Hemmer W. Harwanegg C. Breiteneder H. Jarisch R. Scheiner O. Jensen-Jarolim E.","Exercise with latex sport bands represents a risk for latex allergic patients","Immunol Lett",,2008,"115",,,"98","104","
Based on two clinical observations of adverse reactions during exercise with latex sport bands, we aimed to assess the possible risk for allergic patients posed by this equipment by investigating allergen content and IgE binding potential. Protein extra",FAUX
9154,29-nov.-07,"henriM","Mecheri S. Peltre G. David B.","Purification and characterization of a major allergen from Dactylis glomerata pollen: the Ag Dg1","Int Arch Allergy Appl Immunol",,1985,"78",,,"283","289","
We have isolated an allergen (Ag Dg1) from Dactylis glomerata pollen which is recognized by the serum of 95% of human patients sensitive to D. glomerata pollen, as has been shown by the nitrocellulose immunoprint technique. After two successive purifica",FAUX
9155,29-nov.-07,"henriM","Kato H. Sugita T. Ishibashi Y. Nishikawa A.","Evaluation of the Levels of Specific IgE against Cryptococcus diffluens and Cryptococcus liquefaciens in Patients with Atopic Dermatitis","J Microbiol Immunol",,2007,"51",,,"945","950","
Abstract Cryptococcus diffluens and Cryptococcus liquefaciens, 2 basidiomycetous yeasts, frequently colonize the skin of patients with atopic dermatitis (AD). In this study, we investigated the presence of specific IgE antibodies against C. diffluens an",FAUX
9156,02-déc.-07,"henriM","González-Mancebo E. Alfaya T. Pulido Z. León F. Cuevas M. de la Hoz B.","Swiss chard-induced asthma","Allergy",,2000,"55",,,"511","512",,VRAI
9157,03-déc.-07,"henriM","Caballero T. Martin-Esteban M. Garcia-Ara C. Pascual C. Ojeda A.","Relationship between pollinosis and fruit or vegetable sensitization","Pediatr Allergy Immunol",,1994,"5",,,"218","222",,VRAI
9158,14-déc.-07,"henriM","Luz Sanz M. Corzo-Martínez M. Rastall RA. Olano A. Moreno FJ.","Characterization and in vitro digestibility of bovine beta-lactoglobulin glycated with galactooligosaccharides","J Agric Food Chem",,2007,"55",,,"7916","7925","
Galactooligosaccharides (GOS) are well-known prebiotic ingredients which can form the basis of new functional dairy products. In this work, the production and characterization of glycated beta-lactoglobulin (beta-LG) with prebiotic GOS through the Maill",FAUX
9159,14-déc.-07,"henriM","Frias J. Song YS. Martínez-Villaluenga C. De Mejia EG. Vidal-Valverde C.","Immunoreactivity and Amino Acid Content of Fermented Soybean Products","J Agric Food Chem",,2008,"56",,,"99","105","
Food allergy has become a public health problem that continues to challenge both the public and the food industry. The objective of this research was the detection and quantification of the major human allergenic soy proteins and to study the reduction ",FAUX
9160,14-déc.-07,"henriM","Marsh DG. Goodfriend L. King TP. Lowenstein H. Platts-Mills TAE.","Allergen nomenclature","Bull World Health Organ",,1986,"64",,,"767","774",,FAUX
9161,15-déc.-07,"henriM","Batori V. Friis EP. Nielsen H. Roggen EL.","An in silico method using an epitope motif database for predicting the location of antigenic determinants on proteins in a structural context","J Mol Recognit",,2006,"19",,,"21","29","
Presently X-ray crystallography of protein-antibody complexes is still the most direct way of identifying B-cell epitopes. The objective of this study was to assess the potential of a computer-based epitope mapping tool (EMT) using antigenic amino acid ",FAUX
9162,15-déc.-07,"henriM","Huang J. Honda W.","CED: a conformational epitope database","BMC Immunol",,2006,"7",,,"7",,"
BACKGROUND: Antigen epitopes provide valuable information useful for disease prevention, diagnosis, and treatment. Recently, more and more databases focusing on different types of epitopes have become available. Conformational epitopes are an important ",VRAI
9163,15-déc.-07,"henriM","Huang J. Gutteridge A. Honda W. Kanehisa M.","MIMOX: a web tool for phage display based epitope mapping","BMC Bioinformatics",,2006,"7",,,"451",,"
BACKGROUND: Phage display is widely used in basic research such as the exploration of protein-protein interaction sites and networks, and applied research such as the development of new drugs, vaccines, and diagnostics. It has also become a promising me",VRAI
9164,15-déc.-07,"henriM","Haste Andersen P. Nielsen M. Lund O.","Prediction of residues in discontinuous B-cell epitopes using protein 3D structures","Protein Sci",,2006,"15",,,"2558","2567","
Discovery of discontinuous B-cell epitopes is a major challenge in vaccine design. Previous epitope prediction methods have mostly been based on protein sequences and are not very effective. Here, we present DiscoTope, a novel method for discontinuous e",VRAI
9165,22-déc.-07,"henriM","Morita E. Kunie K. Matsuo H.","Food-dependent exercise-induced anaphylaxis","J Dermatol Sci",,2007,"47",,,"109","117","
Food-dependent exercise induced anaphylaxis (FDEIA) is a distinct form of food allergy induced by physical exercise. Symptoms are typically generalized urticaria and severe allergic reactions such as shock or hypotension. Whereas various food items are ",FAUX
9166,22-déc.-07,"henriM","Jacobi U. Engel K. Patzelt A. Worm M. Sterry W. Lademann J.","Penetration of pollen proteins into the skin","Skin Pharmacol Physiol",,2007,"20",,,"297","304"," 
The aim of the present study was to examine whether type I allergens can penetrate into the skin. Solutions of FITC-labeled pollen proteins were applied in vitro on porcine skin and in vivo on human skin. In vitro, the FITC-labeled proteins were observ",FAUX
9167,22-déc.-07,"henriM","Prescott RA. Potter PC.","Immunochemical characterisation of grass pollen allergens in South Africa","Curr Allergy Clin Immunol",,2007,"20",,,"189","195","
In the subtropical climate of South Africa, grasses of the subfamily Panicoideae are predominant. Bermuda grass has previously been shown to be an important local allergen, and IgE epitopes of Bermuda grass extracts are known to be distinct from those o",FAUX
9168,22-déc.-07,"henriM","Ma B. Chang FN.","Purification and cloning of a Delta class glutathione S-transferase displaying high peroxidase activity isolated from the German cockroach Blattella germanica","FEBS J",,2007,"274",,,"1793","1803","
A highly active glutathione S-transferase was purified from adult German cockroaches, Blattella germanica. The purified enzyme appeared as a single band of 24 kDa, and had a different electrophoretic mobility than glutathione S-transferase (Bla g 5). Th",VRAI
9169,22-déc.-07,"henriM","Goodman RE. Taylor SL. Yamamura J. Kobayashi T. Kawakami H. Kruger CL. Thompson GP.","Assessment of the potential allergenicity of a Milk Basic Protein fraction","Food Chem Toxicol",,2007,"45",,,"1787","1794","
A specific basic fraction of bovine milk, termed Milk Basic Protein (MBP), has the potential to provide nutritionally important benefits if used as a food ingredient. Although derived from milk, MBP is intended for use as an ingredient in other foods. A",FAUX
9170,22-déc.-07,"henriM","Mondal G. Chatterjee U. Samanta S. Chatterjee BP.","Role of pepsin in modifying the allergenicity of bhetki (Lates calcarifer) and mackerel (Rastrelliger kanagurta) fish","Indian J Biochem Biophys",,2007,"44",,,"94","100","
The effect of pepsin digestion on the allergenicity of raw and thermally processed (boiled and fried) fish muscle extracts of two widely consumed fishes bhetki (Lates calcarifer) and mackerel (Rastrelliger kanagurta) was studied. Sere were collected fro",FAUX
9171,22-déc.-07,"henriM","Chung SY. Champagne ET.","Effects of phytic Acid on peanut allergens and allergenic properties of extracts","J Agric Food Chem",,2007,"55",,,"9054","9058","
Results showed that phytic acid formed complexes with the major peanut allergens (Ara h 1 and Ara h 2), which were insoluble in acidic and neutral conditions. Succinylation of the allergens inhibited complex formation, indicating that lysine residues we",FAUX
9172,22-déc.-07,"henriM","Kemp AS.","Egg allergy","Pediatr Allergy Immunol",,2007,"18",,,"696","702","
Egg allergy is one of the most common food allergies in infants and young children. The great majority is not life-threatening and management involves exclusion of egg from the diet and regular review with the expectation that the majority of children w",VRAI
9173,22-déc.-07,"henriM","Maeda Y. Ono E. Fukutomi Y. Taniguchi M. Akiyama K.","Correlations Between Alder Specific IgE and Alder-related Tree Pollen Specific IgE by RAST Method","Allergol Int",,2008,"57",,,"79","81","
Background: Wild birch trees grow in limited areas in Japan and are not a common aero-allergen. However, many patients who do not live in the area show positive birch pollen Radioallergosorbent Test (RAST). Therefore, being sensitized by another tree po",FAUX
9174,23-déc.-07,"henriM","Berman HM. Westbrook J. Feng Z. Gilliland G. Bhat TN. Weissig H. Shindyalov IN. Bourne PE.","The Protein Data Bank","Nucleic Acids Res",,2002,"28",,,"235","242",,FAUX
9175,01-janv.-08,"henriM","Arshad SH. Malmberg E. Krapf K. Hide DW.","Clinical and immunological characteristics of Brazil nut allergy","Clin Exp Allergy",,1991,"21",,,"373","376","
Twelve cases of allergy to Brazil nut have been recorded in the last 8 years. The reaction is usually IgE mediated and most patients have other atopic diseases. There appear to be several proteins with potent antigenic components in Brazil nut.",FAUX
9176,02-janv.-08,"henriM","Moneret-Vautrin DA. Blain H. Kanny G. Bloch Y.","Anaphylaxis to walnuts and pine nuts induced by ACE","Allergy",,1998,"53",,,"1233","1234",,VRAI
